Date (GMT+2),Hydro Run-of-River,Biomass,Fossil brown coal / lignite,Fossil hard coal,Fossil oil,Fossil gas,Geothermal,Hydro water reservoir,Hydro pumped storage,Others,Waste,Wind offshore,Wind onshore,Solar,Load
2023-09-09T13:30+02:00,2225.3,3615.5,5406.3,1458,412.3,1694.1,8,71.3,2.6,160.5,1205.7,117.6,1602.9,35596.2,48127.3
2023-09-09T13:45+02:00,2227.8,3614.7,5337.5,1454.2,413.2,1715.3,8,80.4,2.5,158.9,1203.4,106.5,1412.9,35262.4,47617.2
2023-09-09T14:00+02:00,2220.6,3602.6,5377,1449.3,412.3,1719.9,8.2,96.8,2.6,158.5,1199,96.7,1277.9,34776.7,47275
2023-09-09T14:15+02:00,2211.8,3611.2,5560.8,1445.4,412.3,1721.1,8.3,162.5,2.6,157.7,1187.9,82.7,1184.3,34216.8,47078.4
2023-09-09T14:30+02:00,2205.1,3619.7,5715.7,1444.9,412.3,1733.6,8.3,147.1,2.6,157.6,1188.7,70.5,1145.1,33488.9,46823.2
2023-09-09T14:45+02:00,2253.5,3623.3,5797,1446.4,412.3,1772.9,8.1,113.3,2.6,157.3,1203.2,71.7,1111.1,32525.5,46224.3
2023-09-09T15:00+02:00,2277.8,3622.5,5657,1458,412.3,1767.8,8.1,30.4,2.6,157,1205.1,73.5,1025.6,31394.6,46087.7
2023-09-09T15:15+02:00,2275.4,3631.4,5736.5,1451.1,412.3,1759,8.2,99.9,9.5,157,1201.8,89,976.5,30212.5,45996.5
2023-09-09T15:30+02:00,2261.4,3631.7,5920.6,1458.5,412.3,1806.5,8,135.5,7.8,157,1183.8,111.5,881.3,28839.3,45976
2023-09-09T15:45+02:00,2251.5,3640.1,6351.7,1515.8,412.3,1866.7,8.2,112.7,2.6,157,1204.4,104.2,800.5,27373.4,45463.3
2023-09-09T16:00+02:00,2234.9,3652.7,6557.1,1619.8,412.3,1978.4,8.1,189.2,2.7,157.1,1282.8,105.6,708.4,25759.5,45945.1
2023-09-09T16:15+02:00,2226.4,3663.1,7164.4,1659.9,412.3,2128.6,8.1,161.7,3.4,157.1,1280.5,128.1,650.7,23955.5,46378.4
2023-09-09T16:30+02:00,2213.7,3671.7,7445.1,1734.6,412.3,2333,8.1,192.8,51.9,157.1,1276.6,134.3,573.9,21931.3,45891.2
2023-09-09T16:45+02:00,2209.1,3674.7,7743.8,1795.7,412.9,2720.2,8.1,94.9,308.5,157,1274.7,147.8,521.1,19820,46110.7
2023-09-09T17:00+02:00,2192.2,3714.7,8317.6,1898.7,413.8,3005.3,8.2,71.2,8.9,162.6,1275,175.7,496.4,17595.3,46448
2023-09-09T17:15+02:00,2178,3742.7,9561.1,2008,413.8,3288.9,8.2,119.3,58.7,177.1,1276.2,241.2,477.3,15228.3,46776.8
2023-09-09T17:30+02:00,2163.2,3782.9,10353.1,2363,413.8,3768.8,8.2,241.7,625.2,179.5,1275.4,261.3,467.2,12821.8,47003.7
2023-09-09T17:45+02:00,2149.6,3814.3,10792.6,2836.4,413.8,4066.9,8.4,223.8,1650.9,179.4,1272.4,258.8,472.1,10458.7,47112.6
2023-09-09T18:00+02:00,2138.2,3893.3,10778.8,2931.3,413.8,4548.8,8.4,131.5,652.8,179.4,1287,246.7,489.6,8150.9,48208
2023-09-09T18:15+02:00,2130.2,3942.4,10916.8,3216.4,413.8,4701.9,8.5,217.9,2581.8,188.4,1282.5,240.2,502.9,6004.9,47763.1
2023-09-09T18:30+02:00,2120.2,3971.3,10946.6,3408.5,413.8,4880.9,8.6,266.6,4426,201.1,1276.7,252.1,515.3,4109.1,47886.8
2023-09-09T18:45+02:00,2112.3,3990.7,10935.1,3537.6,413.8,5045.6,8.8,212.1,5347.7,202.2,1283.1,272.2,514.5,2572,47860.9
2023-09-09T19:00+02:00,2104.8,4004.4,10947.7,3645.5,413.8,5070.6,9,112.8,4417.6,204.7,1264.4,278.5,562.1,1437.4,48019.6
2023-09-09T19:15+02:00,2102,4031.5,10986.6,3759.9,413.8,5090.5,9.1,133.9,4863.5,206.1,1275,281.2,666.5,662,47717.7
2023-09-09T19:30+02:00,2098.5,4040.4,10984.2,3869.6,413.8,5100.7,9.3,167.2,5081.7,206,1264.2,280.9,748.8,194.6,47634.3
2023-09-09T19:45+02:00,2098.2,4046.3,10953.5,3883.1,413.8,5152.5,9.6,212.6,5035.1,205.9,1263.8,290.7,842,34.4,47692.8
2023-09-09T20:00+02:00,2098.7,4050.5,10956.1,3902.1,413.8,5177.5,9.9,189.5,5003.5,205.9,1278.8,292.1,809.8,8.8,48002.8
2023-09-09T20:15+02:00,2100.2,4059.9,10976,3907.1,413.8,5179.3,10,208.8,5084,205.6,1293.6,291.4,887.2,4.7,48193.9
2023-09-09T20:30+02:00,2097.9,4053.2,10987.6,3897.8,413.8,5191.9,10.2,262.3,5004.7,205.9,1285.4,317.3,980.2,2.5,47702.6
2023-09-09T20:45+02:00,2096.3,4047.6,10979.8,3891.4,413.8,5184.1,10.3,160.8,4279.3,205.9,1296.2,334.1,1054,2.2,47118.1
2023-09-09T21:00+02:00,2091.1,4006.3,10987.7,3856.5,413.8,5117.4,10.4,248.1,4530.4,205.7,1297,351.2,1096.7,4.4,46172.8
2023-09-09T21:15+02:00,2089.6,4003.3,10974.2,3712.2,413.8,5068.9,10.5,176.4,4148.6,205.6,1297.9,392.5,1128.2,2.9,45750
2023-09-09T21:30+02:00,2092.6,3996.5,11003.9,3562.9,413.8,4932.5,10.7,227.1,3333.8,205.6,1296.6,416.3,1166.8,2.7,45121.7
2023-09-09T21:45+02:00,2096.4,3985.6,10983.9,3411.2,414.7,4934.1,10.8,121.2,2668.3,205.7,1298.4,416.3,1204.3,1.6,44549.7
2023-09-09T22:00+02:00,2099.2,3934.2,10974.1,3239.6,413.8,5106.1,10.9,123.3,2826.8,197.7,1301.7,396.3,1189.9,2,43986.7
2023-09-09T22:15+02:00,2102.7,3922.6,10931.5,3082.2,413.8,5010.3,10.9,51.7,2011.6,194.5,1302.9,387,1201.6,1.4,43207.9
2023-09-09T22:30+02:00,2109.6,3911.4,10932.9,2840.3,413.8,4938.9,11,56.8,1915.3,194.5,1303,406.3,1192,1.5,42449.6
2023-09-09T22:45+02:00,2112.9,3892.2,10960.1,2754.9,413.8,4833.8,11,101.1,1461,194.4,1305.2,414.6,1195.9,1.4,41968.1
2023-09-09T23:00+02:00,2117.9,3840.7,10971.3,2666,413.8,4660.4,11.1,156.9,1669.6,194.4,1307.7,446.8,1208.1,2.4,41097.6
2023-09-09T23:15+02:00,2130.3,3835.6,10932.8,2589.7,413.8,4601.3,11.1,106.1,1170.4,194.5,1312,457.4,1227,1.4,40521.1
2023-09-09T23:30+02:00,2143.1,3824.2,10892.8,2556.4,413.8,4484.6,11.2,114.1,913.3,194.5,1310.7,467.7,1219.2,1.5,39974.8
2023-09-09T23:45+02:00,2151.3,3795.1,10707.2,2433,413.8,4460.3,11.3,121.1,772.3,194.5,1306.1,458,1192.9,1.4,39542.6
2023-09-10T00:00+02:00,2160.7,3754.2,10551.9,2204.3,414.6,4045.5,11.3,149.6,651.6,192.8,1192,455.8,1158.6,1.5,38245.3
2023-09-10T00:15+02:00,2175.9,3749.6,10346,2103.9,415.1,3978.4,11.4,118.6,714.6,192.6,1193.1,471,1144.7,1.5,38019.3
2023-09-10T00:30+02:00,2184.4,3748.9,10328.9,2048.8,415.1,3745.5,11.4,102.6,425.6,192.6,1191.8,460.8,1165.1,1.5,38016.3
2023-09-10T00:45+02:00,2191.8,3759.7,10319.5,1990,414.6,3474,11.4,102.1,467.6,192.6,1194.6,393.7,1177.3,2.2,37518.9
2023-09-10T01:00+02:00,2198.4,3746.2,10352.2,1963.5,415.6,3409.1,11.5,326.4,805.3,192.6,1195.1,350.6,1189.1,1.4,36946.5
2023-09-10T01:15+02:00,2202.8,3742.6,10251.3,1901.1,416.7,3442.6,11.5,239.2,638.2,192.6,1180.4,318.6,1178,1.4,36584.7
2023-09-10T01:30+02:00,2201.4,3743.9,10121.4,1887.1,416.8,3621.3,11.6,215,450.2,192.6,1194.4,288.7,1134.5,2.2,36204.8
2023-09-10T01:45+02:00,2197,3752.7,10133.4,1890.5,416.1,3498.6,11.6,199.7,472.1,192.5,1192.9,243.6,1078.2,1.2,35933
2023-09-10T02:00+02:00,2192.1,3717,10147.8,1873.6,416.1,3324.2,11.7,142.8,317.9,186.1,1190,196.5,1006.9,1.9,35128.3
2023-09-10T02:15+02:00,2189.8,3718.7,10122,1875.2,416.1,3184.7,11.7,153,274.8,185.1,1191.4,157.9,932.6,1.2,34640.1
2023-09-10T02:30+02:00,2186.8,3712.5,9961.8,1876.3,416.1,3193.8,11.8,122.5,333.4,185.1,1182.5,139.8,872.9,1.6,34554
2023-09-10T02:45+02:00,2186.2,3712.8,9906.4,1873.1,416.1,3205,11.8,136.2,275.2,185.1,1172.4,126.7,821.5,1.3,34459.7
2023-09-10T03:00+02:00,2187.2,3689.8,9815.6,1799.5,416.1,3120.1,11.8,86.7,226.5,177.4,1169.3,127.4,774.1,1.2,34316.4
2023-09-10T03:15+02:00,2191.5,3695.8,9786.2,1767,416.1,3106.8,11.8,74.2,221.6,173.9,1183.7,111.1,755.3,1.2,34233
2023-09-10T03:30+02:00,2191,3693.6,9778.1,1787,416.1,3111.2,11.8,49.2,173.3,173.9,1204.2,91.5,718.2,1.2,33989
2023-09-10T03:45+02:00,2185.2,3694.3,9779.7,1805.5,416.1,3170.9,11.9,46.1,190.6,173.8,1193.8,68.6,704.9,1.2,33977.5
2023-09-10T04:00+02:00,2175.6,3711.6,9811.4,1870.1,416.1,3197.6,11.9,85.7,289.6,173.9,1192.8,46.2,703.3,1.1,33909.4
2023-09-10T04:15+02:00,2165.4,3694.8,9752,1873,416.1,3179.7,11.9,57,280.5,173.9,1196.7,28.4,701.6,1.2,33787.6
2023-09-10T04:30+02:00,2158,3698.2,9644.6,1870.1,416.1,3170.2,11.9,69.6,341.7,173.9,1207.1,11,662.7,1.2,33782.6
2023-09-10T04:45+02:00,2151.5,3718.2,9686.3,1871.7,416.1,3173.3,12,59.5,378.6,173.9,1205.8,4.4,620.3,1.2,33813
2023-09-10T05:00+02:00,2146,3738.9,9701.3,1865.2,416.1,3171.9,12,75,333.3,177.2,1204.8,7.7,588.8,1.1,34069
2023-09-10T05:15+02:00,2147.2,3750.1,9707.6,1867.7,416.1,3162.2,12,57.5,317.7,177.7,1198.2,6.2,557.3,1.2,34049.1
2023-09-10T05:30+02:00,2148.2,3760.1,9710.8,1868.4,416.1,3171.2,12,93.8,422.2,177.6,1200.9,2.9,534.5,1.2,34300.7
2023-09-10T05:45+02:00,2149.5,3776.1,9713.7,1871.5,416.1,3192.9,12.1,106.1,525.3,179.9,1189.7,3.7,537.4,1.3,34554.1
2023-09-10T06:00+02:00,2149.1,3850.9,9722.6,1863.3,415.4,3211.1,12.1,145.3,583.6,192.4,1205.1,4.7,531.4,1.4,35050
2023-09-10T06:15+02:00,2146,3863.5,9710.7,1860.1,414.6,3232.8,12,167.2,637.9,194.5,1208.5,5.1,545.1,11.4,35140.1
2023-09-10T06:30+02:00,2142.4,3871.2,9742.8,1860.5,414.6,3230,12,146.9,555,194.5,1209.6,4.7,540,24,34951.1
2023-09-10T06:45+02:00,2143.1,3876.1,9680.4,1850.1,414.6,3232.9,12.1,154.1,625.4,194.4,1206.1,3.7,548.5,162.8,35046.1
2023-09-10T07:00+02:00,2142.6,3876.6,9688.4,1731.1,414.6,3137,12.1,154.4,439.5,184.8,1203.3,3.4,573,660.7,35897
2023-09-10T07:15+02:00,2145.4,3898.4,9698,1690.4,414.6,3006,12,142.5,231.2,179.7,1204.3,5.6,554.2,1606.1,36316.1
2023-09-10T07:30+02:00,2149.9,3895,9610.1,1630.9,414.6,2922.1,11.9,113.5,189.3,179.7,1193.3,6.5,543.7,2914.7,37378.3
2023-09-10T07:45+02:00,2150,3889.9,9356.4,1543.8,414.6,2873.8,11.8,97.6,45.6,179.6,1188.1,8.5,553.3,4562.3,37915.7
2023-09-10T08:00+02:00,2150.5,3859,9222.6,1543.2,414.6,2648.6,11.6,231.8,601.6,173,1159.4,14.3,550.1,6492.8,39101.2
2023-09-10T08:15+02:00,2153.8,3866.7,9217,1547,414.6,2334.7,11.3,221.5,157.1,172.2,1136.1,11.4,542.6,8542.5,39919.7
2023-09-10T08:30+02:00,2159.1,3851.7,9030.8,1394.1,415.4,2043,11.1,90.9,123.6,172.2,1113.1,10.7,520.6,10705.2,41155.8
2023-09-10T08:45+02:00,2165,3858,8445.8,1391.2,414.7,2038.1,10.8,106.5,142.2,172.2,1157.2,8.5,468.1,12927,42067.1
2023-09-10T09:00+02:00,2169.8,3805.7,8002.4,1389.5,414.6,2010.9,10.6,202.1,305.9,172.2,1170.1,6.3,383.4,15198.2,42875.9
2023-09-10T09:15+02:00,2179.2,3788.5,7450.5,1376.1,414.6,2003.6,10.3,131,85.1,172.1,1171.5,3.1,295.4,17449,43536.2
2023-09-10T09:30+02:00,2183.1,3776.8,6858.3,1378.3,414.6,2023.8,10.1,78.3,2.9,172,1165.1,2.8,229.1,19500.7,44264.4
2023-09-10T09:45+02:00,2173.9,3788.1,6296.4,1379.5,415.5,1998.9,9.9,159,6.4,170.9,1154,2.3,167.4,21320.8,44485.1
2023-09-10T10:00+02:00,2177.8,3738.9,6194.4,1328.8,414.9,1869.7,9.6,271.9,169.1,162.9,1155.9,1.6,168.2,23098.1,44821.4
2023-09-10T10:15+02:00,2180.4,3741.1,5778.4,1268.7,414.9,1820.3,9.4,80.3,10.4,162.6,1149.6,2.9,145.5,24870.9,45126.3
2023-09-10T10:30+02:00,2181.3,3724.4,5557,1262.2,414.2,1812.5,9.3,47.6,2.9,162.6,1148.8,6.6,130.2,26549.7,45345.1
2023-09-10T10:45+02:00,2178.8,3724.6,5283.4,1262.1,414.6,1817.5,9.1,41.3,2.9,165.3,1112,10,135,28024,45715.6
2023-09-10T11:00+02:00,2178.5,3705.8,5092.6,1263.5,414.6,1717.5,9,92,4.1,172,1123.7,11.3,160.2,29422.7,46075.2
2023-09-10T11:15+02:00,2178.5,3706.3,4933.1,1265.5,414.6,1707,8.9,65.2,3,172,1147.9,14.3,154.7,30683.4,46392.5
2023-09-10T11:30+02:00,2182.9,3695.8,4817,1261.5,414.6,1717,8.8,42,2.7,172.1,1141.5,17.8,152.2,31708.6,46611.7
2023-09-10T11:45+02:00,2192.6,3695.7,4830.2,1259,414.6,1711.8,8.7,138.5,2.6,171.9,1136.1,15.9,165.8,32401.1,46593.4
2023-09-10T12:00+02:00,2199.9,3665.2,4689.7,1250.9,415.4,1689.8,8.6,79.3,3.4,164.2,1132.2,10,184,33027.6,46442.1
2023-09-10T12:15+02:00,2209.9,3657.9,4680.3,1251.4,416.1,1699.6,8.6,44.7,2.6,162.5,1147.2,9.5,159.8,33232.5,45969
2023-09-10T12:30+02:00,2204.9,3654.1,4690.2,1247,416.1,1704.5,8.6,45.5,2.5,162.6,1150,11.2,186.9,33572.8,45739.7
2023-09-10T12:45+02:00,2199.3,3646.1,4589.9,1251.2,415.5,1702.4,8.5,29.3,2.5,162.6,1142,9.5,186.1,33646.7,45049.8
2023-09-10T13:00+02:00,2195.8,3633.4,4727.9,1253.2,415.9,1706,8.4,70,2.7,162.6,1142.1,10.5,260,34245.2,44791.5
2023-09-10T13:15+02:00,2193.8,3641.4,4715.4,1251.7,416.1,1697.4,8.4,60.5,2.6,162.6,1143.1,12.1,320.7,34244,44310.2
2023-09-10T13:30+02:00,2194.2,3639.6,4685.2,1252.5,416.1,1702.6,8.4,48.4,2.6,162.6,1124.9,14.5,357.8,34374.5,43961
2023-09-10T13:45+02:00,2196.8,3625.5,4679.4,1251.4,416.1,1710.5,8.3,50.9,2.5,162.6,1125.3,17.9,342.2,33943.2,43499.5
2023-09-10T14:00+02:00,2201.2,3620.2,4644.9,1255.4,416.1,1696.4,8.3,45.8,2.5,162.6,1132.1,25.9,313.5,33294,43100.7
2023-09-10T14:15+02:00,2199,3617.2,4721.4,1259.1,416.1,1702.3,8.3,53.9,2.5,162.6,1121.9,23.5,311.7,32767.2,42702.1
2023-09-10T14:30+02:00,2190.3,3615.5,4721.2,1262.9,416.1,1696.3,8.3,66.6,2.5,162.6,1136.6,17.5,300.1,31849.6,42624.2
2023-09-10T14:45+02:00,2186.9,3627,4819.7,1262.3,416.1,1698.3,8.3,78.2,2.9,161.3,1140.1,17.8,336.3,31291.7,42348.2
2023-09-10T15:00+02:00,2175.8,3627.3,4880.5,1255.6,416.1,1717,8.2,67.2,2.5,163.9,1138,18,363.2,30390.8,42375.3
2023-09-10T15:15+02:00,2164.4,3618.7,4995.1,1259,416.1,1722.5,8.3,82.9,2.8,164.6,1137.4,17,383.2,29406.3,42229.1
2023-09-10T15:30+02:00,2166.6,3564.5,5023.5,1260.8,416.1,1726.6,8.2,170.8,101.8,164.5,1135.9,17.9,370,28169.3,42173.3
2023-09-10T15:45+02:00,2161.3,3573.7,5285.1,1300.7,416.1,1704.1,8.2,165.9,428.6,164.5,1136.2,22.4,353.7,26737,42083.6
2023-09-10T16:00+02:00,2155.1,3603.4,5466.1,1589.2,416.1,1787.8,8.2,51.2,42.4,164.5,1140,27.2,338,24858.4,42400.5
2023-09-10T16:15+02:00,2158.8,3652.3,5988,1714.1,416.1,1924.9,8.2,70,121.8,164.5,1137,36.7,325.2,23100.5,42410.6
2023-09-10T16:30+02:00,2156.7,3665.9,6714.2,1920.7,416.1,2024.7,8.2,138.9,39.2,164.5,1133.2,48,309.2,20997.4,42274.6
2023-09-10T16:45+02:00,2149,3699,7520.6,2106.9,416.1,2422.9,8.3,295.7,257.4,164.5,1095,69.1,285.7,18913.1,42672.9
2023-09-10T17:00+02:00,2142.6,3719.3,7997.8,2322.9,416.1,3027,8.3,89.3,43.4,171.6,1115.8,80.4,286.2,16667.6,43313.7
2023-09-10T17:15+02:00,2132.2,3741.3,9091.5,2584.3,416.1,3520,8.4,209.4,117.9,185.5,1133,72.7,318.5,14347.8,43838.7
2023-09-10T17:30+02:00,2122.1,3776.5,9730.7,2782.6,416.1,4004.6,8.4,260.1,523.7,186.8,1122.7,85.9,314.5,12020.8,44316.1
2023-09-10T17:45+02:00,2109.9,3815.6,9927.1,3135.1,416.1,4274.7,8.5,310,1741.5,187.5,1123.9,99.5,334.4,9718.4,44976.9
2023-09-10T18:00+02:00,2094.3,3866.3,9887,3343.9,416.1,4747,8.5,81.2,318.9,198.5,1118.9,131.9,362.1,7578.3,45998
2023-09-10T18:15+02:00,2086.1,3901.5,9975.8,3633.7,416.1,4944.6,8.7,140.7,797.2,202.2,1122.6,177.7,380.5,5564.1,46205.6
2023-09-10T18:30+02:00,2081.6,3930.2,10120.4,4026.7,416.1,5076.2,8.8,269.2,2793.6,202.3,1120.9,216.2,400.5,3735.3,46430.6
2023-09-10T18:45+02:00,2075.3,3956.4,10133.8,4178.5,416.1,5263.6,8.9,251.6,4245.5,205.9,1126.4,248.9,420.5,2296.7,46567.1
2023-09-10T19:00+02:00,2070.1,3971.7,10127.1,4218.6,416.1,5375.1,9.1,271.9,3946.7,205.9,1129.4,268.7,447.4,1235,46672.3
2023-09-10T19:15+02:00,2067.8,3991.3,10172.8,4263.2,416.1,5411.4,9.3,298.9,4969.8,205.9,1109.8,267.1,524.6,539.6,46533.8
2023-09-10T19:30+02:00,2067.3,3997.4,10184.2,4300.7,416.1,5436.7,9.5,305.9,5467.4,205.9,1102.2,279.6,605.1,161.8,46657.8
2023-09-10T19:45+02:00,2062.4,4000.1,10201.2,4303.2,416.1,5508.3,9.7,344.1,5712,205.9,1119,326.3,642.3,30.4,46845.4
2023-09-10T20:00+02:00,2057.9,4004,10171.9,4306.3,416.1,5547.2,9.9,327.2,5689.9,208.6,1133.6,358.7,565.8,8.1,47345.8
2023-09-10T20:15+02:00,2054.7,4012.9,10167.6,4326.1,416.1,5565.5,10.1,357.3,5644.6,209.7,1138.4,416.4,652.1,3.9,47487.3
2023-09-10T20:30+02:00,2049,4010.4,10170.1,4340.5,416.1,5553,10.3,325.8,5495.4,209.7,1131.9,475.6,687.5,3,47364.8
2023-09-10T20:45+02:00,2046,4018,10174.3,4381.6,416.1,5548.8,10.5,216.6,4529.8,209.7,1131.7,571.2,730.2,2.2,46580.4
2023-09-10T21:00+02:00,2041.2,4003.4,10197.3,4395.4,416.1,5517.9,10.7,206.8,4348.5,209.7,1132,740.8,762.4,2.8,46362.2
2023-09-10T21:15+02:00,2040.7,3995.3,10166.9,4319.2,416.1,5503.3,10.9,149.5,2861.7,209.6,1136.6,934.8,813.2,2.5,45876.3
2023-09-10T21:30+02:00,2034,3974.1,10171.3,4206.8,416.1,5496.4,10.9,231.7,1967.1,209.6,1111.1,1013.4,878.5,1.6,45461
2023-09-10T21:45+02:00,2027.7,3965.6,10168.9,4098.6,417.9,5475.6,11,207.1,1271.2,208.7,1114.3,1123.8,966.5,1.6,45050.9
2023-09-10T22:00+02:00,2026.8,3929.9,10180.8,3966.7,419.2,5466.2,11.2,233.1,1892.6,199.2,1130.1,1206.6,1014.9,2.2,44660.6
2023-09-10T22:15+02:00,2027,3914.5,10159.1,3727.6,419.2,5392.6,11.3,154,1570.1,198.2,1119.5,1298.5,1092.5,1.5,44005
2023-09-10T22:30+02:00,2026.8,3888.8,10152.8,3558.5,419.2,5257.1,11.4,135.7,1143.9,198.1,1140.9,1304.7,1143.4,1.5,43218.7
2023-09-10T22:45+02:00,2033.3,3878.9,10121,3466.7,419.2,5102,11.4,149.3,486.4,198.1,1150.8,1242.8,1192.7,1.4,42635.6
2023-09-10T23:00+02:00,2043.5,3824.8,10152.1,3406.6,419.2,4859.2,11.5,254.3,1070.8,198.1,1145.9,1299.2,1238.3,2.8,42090.1
2023-09-10T23:15+02:00,2049.6,3811.3,10142.5,3336.4,419.2,4801.7,11.5,119.1,654.2,198.2,1135.6,1360.9,1290.4,1.4,41641
2023-09-10T23:30+02:00,2058.5,3799,10143.8,3302.2,419.2,4802.6,11.6,153.7,457.5,198.2,1144.9,1509.9,1281.5,1.4,41344.8
2023-09-10T23:45+02:00,2070,3800.6,10121.7,3283.3,419.2,4791.6,11.6,76.6,412.3,198.2,1144.4,1668.2,1310.8,1.4,40854.7